CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
6H,761,ISRAIR AIRLINES,2024-07-11T07:10:00,2024-07-11T07:10:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
LY,5131,EL AL ISRAEL AIRLINES,2024-07-11T07:30:00,2024-07-11T07:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,,,ON TIME,בזמן
WZ,018,RED WINGS AIRLINES,2024-07-11T07:30:00,2024-07-11T07:30:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
6H,055,ISRAIR AIRLINES,2024-07-11T07:30:00,2024-07-11T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
LV,595,AIRZENA,2024-07-11T07:40:00,2024-07-11T07:40:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2024-07-11T07:45:00,2024-07-11T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
SK,3185,SAS,2024-07-11T07:45:00,2024-07-11T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-07-11T07:45:00,2024-07-11T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
IZ,803,ARKIA  ISRAELI  AIRLINES,2024-07-11T08:00:00,2024-07-11T08:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2024-07-11T08:00:00,2024-07-11T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2024-07-11T08:00:00,2024-07-11T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
SK,3189,SAS,2024-07-11T08:00:00,2024-07-11T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-07-11T08:00:00,2024-07-11T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,ON TIME,בזמן
6H,177,ISRAIR AIRLINES,2024-07-11T08:00:00,2024-07-11T08:00:00,D,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,ON TIME,בזמן
6H,889,ISRAIR AIRLINES,2024-07-11T08:00:00,2024-07-11T08:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1,,,ON TIME,בזמן
U8,106,TUS AIRWAYS,2024-07-11T08:05:00,2024-07-11T08:05:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
AF,6176,AIR FRANCE,2024-07-11T08:10:00,2024-07-11T08:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
BZ,562,BLUE BIRD AIRWAYS,2024-07-11T08:10:00,2024-07-11T08:10:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,ON TIME,בזמן
LY,221,EL AL ISRAEL AIRLINES,2024-07-11T08:10:00,2024-07-11T08:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
BZ,752,BLUE BIRD AIRWAYS,2024-07-11T08:20:00,2024-07-11T08:20:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,ON TIME,בזמן
U8,156,TUS AIRWAYS,2024-07-11T08:30:00,2024-07-11T08:30:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,ON TIME,בזמן
LV,596,AIRZENA,2024-07-11T08:40:00,2024-07-11T08:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,,,ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-07-11T08:45:00,2024-07-11T08:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
6H,042,ISRAIR AIRLINES,2024-07-11T08:45:00,2024-07-11T08:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
BZ,888,BLUE BIRD AIRWAYS,2024-07-11T08:55:00,2024-07-11T08:55:00,D,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3,,,ON TIME,בזמן
UA,084,UNITED AIRLINES,2024-07-11T08:55:00,2024-07-11T08:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
BZ,692,BLUE BIRD AIRWAYS,2024-07-11T09:00:00,2024-07-11T09:00:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,ON TIME,בזמן
6H,049,ISRAIR AIRLINES,2024-07-11T09:00:00,2024-07-11T09:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
U8,103,TUS AIRWAYS,2024-07-11T09:05:00,2024-07-11T09:05:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
IZ,1071,ARKIA  ISRAELI  AIRLINES,2024-07-11T09:10:00,2024-07-11T09:10:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,,,ON TIME,בזמן
W4,3257,WIZZ AIR MALTA,2024-07-11T09:20:00,2024-07-11T09:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
DL,234,DELTA AIRLINES,2024-07-11T09:35:00,2024-07-11T09:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2369,EMIRATES,2024-07-11T09:35:00,2024-07-11T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-07-11T09:35:00,2024-07-11T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,4000,EL AL ISRAEL AIRLINES,2024-07-11T09:35:00,2024-07-11T09:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
VS,3954,VIRGIN ATLANTIC AIRWAYS,2024-07-11T09:35:00,2024-07-11T09:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-07-11T09:40:00,2024-07-11T09:40:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
5W,7085,WIZZ AIR ABU DHABI,2024-07-11T09:50:00,2024-07-11T09:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
AF,7069,AIR FRANCE,2024-07-11T10:00:00,2024-07-11T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
AM,7885,AERO MEXICO,2024-07-11T10:00:00,2024-07-11T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
B6,6465,JETBLUE AIRWAYS CORPORATION,2024-07-11T10:00:00,2024-07-11T10:00:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
DL,7435,DELTA AIRLINES,2024-07-11T10:00:00,2024-07-11T10:00:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,015,EL AL ISRAEL AIRLINES,2024-07-11T10:00:00,2024-07-11T10:00:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-07-11T10:00:00,2024-07-11T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
SK,3163,SAS,2024-07-11T10:00:00,2024-07-11T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
W6,2325,WIZZAIR,2024-07-11T10:00:00,2024-07-11T10:00:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
6H,056,ISRAIR AIRLINES,2024-07-11T10:00:00,2024-07-11T10:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
AM,7863,AERO MEXICO,2024-07-11T10:10:00,2024-07-11T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
A3,926,AEGEAN  AIRLINES,2024-07-11T10:10:00,2024-07-11T10:10:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
DL,7452,DELTA AIRLINES,2024-07-11T10:10:00,2024-07-11T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
LY,315,EL AL ISRAEL AIRLINES,2024-07-11T10:10:00,2024-07-11T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
SK,3181,SAS,2024-07-11T10:10:00,2024-07-11T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
VS,7493,VIRGIN ATLANTIC AIRWAYS,2024-07-11T10:10:00,2024-07-11T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
W6,2097,WIZZAIR,2024-07-11T10:10:00,2024-07-11T10:10:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
6H,045,ISRAIR AIRLINES,2024-07-11T10:10:00,2024-07-11T10:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
IZ,804,ARKIA  ISRAELI  AIRLINES,2024-07-11T10:15:00,2024-07-11T10:15:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
W4,3258,WIZZ AIR MALTA,2024-07-11T10:15:00,2024-07-11T10:15:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,1,,,ON TIME,בזמן
LY,5136,EL AL ISRAEL AIRLINES,2024-07-11T10:20:00,2024-07-11T10:20:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
AM,7871,AERO MEXICO,2024-07-11T10:30:00,2024-07-11T10:30:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-07-11T10:30:00,2024-07-11T10:30:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-07-11T10:30:00,2024-07-11T10:30:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
DL,7430,DELTA AIRLINES,2024-07-11T10:30:00,2024-07-11T10:30:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,007,EL AL ISRAEL AIRLINES,2024-07-11T10:30:00,2024-07-11T10:30:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
FR,761,RYANAIR,2024-07-11T10:35:00,2024-07-11T10:35:00,A,MLA,MALTA,מלטה,MALTA,מלטה,MALTA,3,,,NOT FINAL,לא סופי
LY,5132,EL AL ISRAEL AIRLINES,2024-07-11T10:45:00,2024-07-11T10:45:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
W4,6041,WIZZ AIR MALTA,2024-07-11T10:45:00,2024-07-11T10:45:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
5W,7086,WIZZ AIR ABU DHABI,2024-07-11T10:45:00,2024-07-11T10:45:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
IZ,092,ARKIA  ISRAELI  AIRLINES,2024-07-11T10:50:00,2024-07-11T10:50:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,2823,ARKIA  ISRAELI  AIRLINES,2024-07-11T10:50:00,2024-07-11T10:50:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,ON TIME,בזמן
W6,1559,WIZZAIR,2024-07-11T10:50:00,2024-07-11T10:50:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
W6,2326,WIZZAIR,2024-07-11T10:55:00,2024-07-11T10:55:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,1,,,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-07-11T11:00:00,2024-07-11T11:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-07-11T11:00:00,2024-07-11T11:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
A3,487,AEGEAN  AIRLINES,2024-07-11T11:00:00,2024-07-11T11:00:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,ON TIME,בזמן
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-07-11T11:00:00,2024-07-11T11:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7425,DELTA AIRLINES,2024-07-11T11:00:00,2024-07-11T11:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2370,EMIRATES,2024-07-11T11:00:00,2024-07-11T11:00:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-07-11T11:00:00,2024-07-11T11:00:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,ON TIME,בזמן
LY,002,EL AL ISRAEL AIRLINES,2024-07-11T11:00:00,2024-07-11T11:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
UA,085,UNITED AIRLINES,2024-07-11T11:00:00,2024-07-11T11:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
6H,561,ISRAIR AIRLINES,2024-07-11T11:00:00,2024-07-11T11:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
W6,2098,WIZZAIR,2024-07-11T11:05:00,2024-07-11T11:05:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,1,,,ON TIME,בזמן
IZ,163,ARKIA  ISRAELI  AIRLINES,2024-07-11T11:15:00,2024-07-11T11:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,,,ON TIME,בזמן
6H,884,ISRAIR AIRLINES,2024-07-11T11:15:00,2024-07-11T11:15:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
G2,307,GULLIVAIR,2024-07-11T11:25:00,2024-07-11T11:25:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-07-11T11:25:00,2024-07-11T11:25:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
FR,762,RYANAIR,2024-07-11T11:30:00,2024-07-11T11:30:00,D,MLA,MALTA,מלטה,MALTA,מלטה,MALTA,1,,,ON TIME,בזמן
J2,021,AZERBAIJAN AIRLINES,2024-07-11T11:30:00,2024-07-11T11:30:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,NOT FINAL,לא סופי
HY,301,UZBEKISTAN AIR,2024-07-11T11:35:00,2024-07-11T11:35:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,NOT FINAL,לא סופי
NO,9049,NEOS,2024-07-11T11:35:00,2024-07-11T11:35:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
XR,472,CORENDON EUROPE,2024-07-11T11:35:00,2024-07-11T11:35:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
W4,6042,WIZZ AIR MALTA,2024-07-11T11:40:00,2024-07-11T11:40:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,1,,,ON TIME,בזמן
6H,050,ISRAIR AIRLINES,2024-07-11T11:40:00,2024-07-11T11:40:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
W6,1560,WIZZAIR,2024-07-11T11:45:00,2024-07-11T11:45:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,1,,,ON TIME,בזמן
BZ,703,BLUE BIRD AIRWAYS,2024-07-11T11:50:00,2024-07-11T11:50:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
DL,235,DELTA AIRLINES,2024-07-11T11:50:00,2024-07-11T11:50:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,4001,EL AL ISRAEL AIRLINES,2024-07-11T11:50:00,2024-07-11T11:50:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,5167,EL AL ISRAEL AIRLINES,2024-07-11T11:50:00,2024-07-11T11:50:00,D,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,ON TIME,בזמן
U8,157,TUS AIRWAYS,2024-07-11T11:50:00,2024-07-11T11:50:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
VS,3955,VIRGIN ATLANTIC AIRWAYS,2024-07-11T11:50:00,2024-07-11T11:50:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,5144,EL AL ISRAEL AIRLINES,2024-07-11T11:55:00,2024-07-11T11:55:00,A,GPA,PATRAS ARAXOS,פטראס,PATRAS,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,368,ARKIA  ISRAELI  AIRLINES,2024-07-11T12:00:00,2024-07-11T12:00:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
EY,593,ETIHAD AIRWAYS,2024-07-11T12:05:00,2024-07-11T12:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-07-11T12:05:00,2024-07-11T12:05:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,9600,EL AL ISRAEL AIRLINES,2024-07-11T12:05:00,2024-07-11T12:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
U8,108,TUS AIRWAYS,2024-07-11T12:05:00,2024-07-11T12:05:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
A4,5023,AZIMUTH AIRLINES,2024-07-11T12:15:00,2024-07-11T12:15:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
LY,5121,EL AL ISRAEL AIRLINES,2024-07-11T12:15:00,2024-07-11T12:15:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,,,ON TIME,בזמן
EK,2363,EMIRATES,2024-07-11T12:20:00,2024-07-11T12:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-07-11T12:20:00,2024-07-11T12:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-07-11T12:20:00,2024-07-11T12:20:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,1,,,ON TIME,בזמן
LY,209,EL AL ISRAEL AIRLINES,2024-07-11T12:20:00,2024-07-11T12:20:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
SK,3197,SAS,2024-07-11T12:20:00,2024-07-11T12:20:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
VS,7491,VIRGIN ATLANTIC AIRWAYS,2024-07-11T12:20:00,2024-07-11T12:20:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
G2,208,GULLIVAIR,2024-07-11T12:25:00,2024-07-11T12:25:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,ON TIME,בזמן
J2,322,AZERBAIJAN AIRLINES,2024-07-11T12:25:00,2024-07-11T12:25:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,ON TIME,בזמן
LY,542,EL AL ISRAEL AIRLINES,2024-07-11T12:25:00,2024-07-11T12:25:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LX,254,SWISS INT`L  AIRLINES,2024-07-11T12:30:00,2024-07-11T12:30:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
FB,6081,BULGARIA  AIR,2024-07-11T12:35:00,2024-07-11T12:35:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
XR,431,CORENDON EUROPE,2024-07-11T12:35:00,2024-07-11T12:35:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,ON TIME,בזמן
BZ,442,BLUE BIRD AIRWAYS,2024-07-11T12:40:00,2024-07-11T12:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
FR,839,RYANAIR,2024-07-11T12:45:00,2024-07-11T12:45:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
6H,572,ISRAIR AIRLINES,2024-07-11T12:45:00,2024-07-11T12:45:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,NOT FINAL,לא סופי
BZ,118,BLUE BIRD AIRWAYS,2024-07-11T12:50:00,2024-07-11T12:50:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,ON TIME,בזמן
BZ,753,BLUE BIRD AIRWAYS,2024-07-11T12:50:00,2024-07-11T12:50:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
W6,4605,WIZZAIR,2024-07-11T12:50:00,2024-07-11T12:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
A3,924,AEGEAN  AIRLINES,2024-07-11T12:55:00,2024-07-11T12:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,5108,EL AL ISRAEL AIRLINES,2024-07-11T12:55:00,2024-07-11T12:55:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
NO,9074,NEOS,2024-07-11T12:55:00,2024-07-11T12:55:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,,,ON TIME,בזמן
B6,6487,JETBLUE AIRWAYS CORPORATION,2024-07-11T13:00:00,2024-07-11T13:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
LY,023,EL AL ISRAEL AIRLINES,2024-07-11T13:00:00,2024-07-11T13:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
U8,152,TUS AIRWAYS,2024-07-11T13:00:00,2024-07-11T13:00:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,ON TIME,בזמן
W4,2811,WIZZ AIR MALTA,2024-07-11T13:00:00,2024-07-11T13:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
